question,answer,original_question,original_answer,quality_score_q,quality_score_a,avg_quality,language,category
Kodi gawo lodziwika bwino la ndalama # 39 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: Fao]",What is a common tip to manage money #39?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: FAO]",0.6666666666666667,0.36,0.5133333333333334,Chichewa,Credit & Loans
Kodi gawo lodziwika bwino la ndalama # 40 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Malangizo a Telefoni]",What is a common tip to manage money #40?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Mobile operator guidance]",0.26666666666666666,0.24705882352941175,0.2568627450980392,Chichewa,Fraud Prevention & Scams
Kodi gawo lodziwika bwino kuti lisayendetse ndalama ndi liti # 41?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: banki World]",What is a common tip to manage money #41?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",0.7333333333333334,0.575,0.6541666666666667,Chichewa,Credit & Loans
Kodi gawo lodziwika bwino la ndalama # 42 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zogwedetsa: SM Mtsogoleri]",What is a common tip to manage money #42?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: SME guides]",0.6666666666666667,0.2625,0.46458333333333335,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama # 43 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki]",What is a common tip to manage money #43?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.6666666666666667,0.5,0.5833333333333334,Chichewa,Consumer Protection & Fraud Awareness
Kodi gawo lodziwika bwino la ndalama # 44 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki]",What is a common tip to manage money #44?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.7333333333333334,0.5,0.6166666666666667,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama # 45 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What is a common tip to manage money #45?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.26666666666666666,0.2823529411764706,0.27450980392156865,Chichewa,Credit & Loans
Kodi gawo lodziwika bwino kuti lizisamalira ndalama # 46?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What is a common tip to manage money #46?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.6666666666666667,0.2823529411764706,0.47450980392156866,Chichewa,Digital Financial Literacy
Kodi gawo lodziwika bwino kuti lisayendetse ndalama ndi liti # 47?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What is a common tip to manage money #47?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.8,0.2823529411764706,0.5411764705882354,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama # 48 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Source: Wothandizira inshuwaransi]",What is a common tip to manage money #48?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Insurance regulator]",0.19999999999999998,0.5375,0.36874999999999997,Chichewa,Insurance & Risk
Kodi gawo lodziwika bwino la ndalama # 49 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: Fao]",What is a common tip to manage money #49?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: FAO]",0.6666666666666667,0.36,0.5133333333333334,Chichewa,Fraud Prevention & Scams
Kodi gawo lodziwika bwino la ndalama # 50 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFC]",What is a common tip to manage money #50?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.26666666666666666,0.36,0.31333333333333335,Chichewa,Investing basics
Kodi gawo lodziwika bwino kuti lisayendetse ndalama ndi liti # 51?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: IFC]",What is a common tip to manage money #51?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: IFC]",0.7333333333333334,0.36,0.5466666666666666,Chichewa,Credit & Loans
Kodi gawo lodziwika bwino la ndalama # 52 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki banki]",What is a common tip to manage money #52?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Central Bank guidance]",0.26666666666666666,0.4823529411764706,0.37450980392156863,Chichewa,Credit & Loans
Kodi gawo lodziwika bwino la ndalama # 53 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zogwedetsa: SM Mtsogoleri]",What is a common tip to manage money #53?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: SME guides]",0.7333333333333334,0.2625,0.4979166666666667,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama # 54 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: GSMA]",What is a common tip to manage money #54?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",0.26666666666666666,0.36,0.31333333333333335,Chichewa,Fraud Prevention & Scams
Kodi Liti Liti Lalikulu Kugwiritsa Ntchito Ndalama # 55?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Dzuwa: Malangizo a Telefoni],What is a common tip to manage money #55?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Mobile operator guidance],0.6666666666666667,0.6333333333333333,0.65,Chichewa,Financial Rights & Regulations
Kodi gawo lodziwika bwino la ndalama # 56 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Malangizo a Telefoni]",What is a common tip to manage money #56?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Mobile operator guidance]",0.26666666666666666,0.24705882352941175,0.2568627450980392,Chichewa,Consumer Protection & Fraud Awareness
Kodi gawo lodziwika bwino la ndalama # 57 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zogwedetsa: SM Mtsogoleri]",What is a common tip to manage money #57?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: SME guides]",0.7333333333333334,0.2625,0.4979166666666667,Chichewa,Insurance & Risk
Kodi gawo lodziwika bwino la ndalama # 58 ndi liti?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Dzuwa: Chitsogozo cha banki],What is a common tip to manage money #58?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Bank guidance],0.26666666666666666,0.6823529411764706,0.4745098039215686,Chichewa,Financial Rights & Regulations
Kodi gawo lodziwika bwino la ndalama # 59 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: CGAPE]",What is a common tip to manage money #59?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.7333333333333334,0.32,0.5266666666666667,Chichewa,Budgeting & Saving
Kodi gawo lodziwika bwino la ndalama ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: banki World]",What is a common tip to manage money #60?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: World Bank]",0.19999999999999998,0.575,0.38749999999999996,Chichewa,Digital Financial Literacy
Kodi gawo lodziwika bwino kuti lisayendetse ndalama # 61 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: GSMA]",What is a common tip to manage money #61?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",0.6666666666666667,0.36,0.5133333333333334,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama # 62 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What is a common tip to manage money #62?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.26666666666666666,0.2823529411764706,0.27450980392156865,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino la ndalama # 63?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Chitsogozo cha banki]",What is a common tip to manage money #63?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Bank guidance]",0.19999999999999998,0.5,0.35,Chichewa,Small Business & Farming Finance
Kodi gawo lodziwika bwino la ndalama # 64 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: GSMA]",What is a common tip to manage money #64?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: GSMA]",0.26666666666666666,0.36,0.31333333333333335,Chichewa,Small Business & Farming Finance
Kodi gawo lodziwika bwino la ndalama # 65 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Source: Wothandizira inshuwaransi]",What is a common tip to manage money #65?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Insurance regulator]",0.26666666666666666,0.5375,0.40208333333333335,Chichewa,Financial Planning & Retirement
Kodi gawo lodziwika bwino kuti mugwiritse ntchito ndalama # 66?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: Reserve banki of Malawi]",What is a common tip to manage money #66?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.7333333333333334,0.5882352941176471,0.6607843137254903,Chichewa,Investing basics
Kodi gawo lodziwika bwino kuti lisayendetse ndalama # 67?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: Reserve banki of Malawi]",What is a common tip to manage money #67?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.6666666666666667,0.5882352941176471,0.6274509803921569,Chichewa,Small Business & Farming Finance
Kodi gawo lodziwika bwino la ndalama # 68 ndi liti?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Zoyambitsa: Reserve banki of Malawi]",What is a common tip to manage money #68?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Reserve Bank of Malawi]",0.26666666666666666,0.5882352941176471,0.4274509803921569,Chichewa,Investing basics
Kodi Liti Liti Lalikulu Kugwiritsa Ntchito Ndalama # 69?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Gwero: CGAPE]",What is a common tip to manage money #69?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: CGAP]",0.6666666666666667,0.32,0.4933333333333334,Chichewa,Digital Financial Literacy
Kodi gawo lodziwika bwino la ndalama # 70 ndi liti?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Gwero: IFC],What is a common tip to manage money #70?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: IFC],0.26666666666666666,0.7375,0.5020833333333333,Chichewa,Financial Rights & Regulations
